name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description
RA1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RA8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RB1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RB2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RB3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RB4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RB5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RB6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RB7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RB8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RB9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RB-M1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RB-M2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RB-M3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RB-M4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RB-M5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RB-M6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RB-M7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RB-M8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RB-M9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RC1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC-M1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RC-M2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RC-M3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RC-M4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RC-M5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RC-M6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RC-M7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RC-M8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RC-M9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RO1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RO2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RO3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RO4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RO5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RO6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RO7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RO8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RO9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RO10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RO11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RO12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RO13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RO14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RO15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RAO1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RAO2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RAO3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RAO4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RAO5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RAO6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RAO7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RAO8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RAO9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RAO10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RAO11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RAO12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RMO1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RMO2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RMO3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RMO4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RMO5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
