name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description
LA1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LA2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LA3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LA4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LA5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LA6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LA7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LA8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LA9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LA10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LA11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LA12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LA13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LA14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LA15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LB1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LB2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LB3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LB4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LB5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LB6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LB7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LB8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LB9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LB10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LB11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LB12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LB13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LB14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LB15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LC1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LC2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LC3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LC4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LC5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LC6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LC7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LC8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LC9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LC10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LC11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LC12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LC13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LC14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LC15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LH1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LH2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LH3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LH4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LH5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LH6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LH7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LH8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LH9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LH10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LD1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LD2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LD3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LD4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LD5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LD6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LD7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LD8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LD9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LD10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LD11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LD12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LD13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LD14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LD15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LK1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LK2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LK3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LK4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LK5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LK6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LK7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LK8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LP1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LP2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LP3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LP4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LP5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LP6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LP7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LP8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LP9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LP10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LP11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LP12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LP13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LP14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LP15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTS1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTS2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTS3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTS4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTS5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTS6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTS7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTS8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTS9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTS10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTM1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTM2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTM3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTM4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTM5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTM6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTM7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTM8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTM9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
LTM10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
F7	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
T7	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
P7	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
FP1	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
F3	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
C3	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
P3	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
O1	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
FPZ	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
FZ	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
CZ	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
PZ	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
OZ	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
FP2	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
F4	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
C4	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
P4	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
O2	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
F8	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
T8	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
P8	EEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
ECG	ECG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
